,City,State,Population,Latitude,Longitude,Cluster Labels,Cluster Names,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
793,Pen,Maharashtra,30201.0,18.697365899999998,73.13672046831282,0,Food Hubs,Indian Restaurant,Hotel,Bus Station,Snack Place,Diner,Flea Market,Trail,Train Station,Women's Store,Farmers Market
794,Makhdumpur,Bihar,30109.0,25.0739404,84.98787293898745,2,ATM Hubs,Mountain,ATM,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
795,Maner,Bihar,30082.0,25.6603858,84.90893995030876,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
796,Oddanchatram,Tamil Nadu,30064.0,10.55103975,77.72741028555566,0,Food Hubs,Juice Bar,Asian Restaurant,Bus Station,Pharmacy,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
797,Palladam,Tamil Nadu,30016.0,10.9708115,77.28172616917557,0,Food Hubs,ATM,Indian Restaurant,Snack Place,Café,Restaurant,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory
798,Samalkha,Haryana,29866.0,29.3208591,77.07690254856563,4,Indian Cuisine Restaurants,Indian Restaurant,Restaurant,ATM,Coffee Shop,Hotel,Train Station,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop
799,Nepanagar,Madhya Pradesh,29682.0,21.4525873,76.3911591,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
800,Karjat,Maharashtra,29663.0,18.9617775,73.37750396869731,0,Food Hubs,Hotel,Train Station,Other Great Outdoors,Mountain,Farm,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant
801,Ranavav,Gujarat,29645.0,21.6855115,69.74426209999999,0,Food Hubs,Concert Hall,Scenic Lookout,Farm,Dhaba,Field,Fabric Shop,Factory,Falafel Restaurant,Farmers Market,Fast Food Restaurant
802,Pedana,Andhra Pradesh,29613.0,16.326251300000006,81.15164378799021,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
803,Pinjore,Haryana,29609.0,30.804241100000002,76.9149498,0,Food Hubs,Garden,Resort,Town,Cable Car,Food & Drink Shop,Farmers Market,Food Service,Exhibit,Fabric Shop,Factory
804,Pasan,Madhya Pradesh,29565.0,23.161771100000006,81.95108993055014,0,Food Hubs,Motorcycle Shop,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
805,Puttur,Andhra Pradesh,29436.0,13.41861395,79.53294741065021,0,Food Hubs,Ice Cream Shop,Pharmacy,Restaurant,Train Station,ATM,Temple,Hotel,River,Electronics Store,Farm
806,Tirukalukundram,Tamil Nadu,29391.0,12.5744549,80.0748337535796,4,Indian Cuisine Restaurants,Indian Restaurant,General College & University,Resort,Convenience Store,ATM,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm
807,Mussoorie,Uttarakhand,29329.0,30.456901199999997,78.0782906,0,Food Hubs,Hotel,Café,Coffee Shop,Indian Restaurant,Asian Restaurant,Chinese Restaurant,River,Road,Scenic Lookout,Cable Car
808,Muvattupuzha,Kerala,29246.0,9.92884205,76.56673793527236,0,Food Hubs,Movie Theater,Multiplex,Bus Station,Shopping Mall,Park,Café,Bridge,Fried Chicken Joint,Flea Market,Fish & Chips Shop
809,Rasra,Uttar Pradesh,29238.0,25.8865235,83.88209173414475,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
810,Udaipurwati,Rajasthan,29236.0,27.7309897,75.4743975,0,Food Hubs,Tree,Gift Shop,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
811,Manwath,Maharashtra,29218.0,19.24358395,76.55916095750428,3,Mobile Stores and Women utility,Mobile Phone Shop,Tourist Information Center,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
812,Adoor,Kerala,29171.0,9.1577041,76.79958836794401,0,Food Hubs,Bus Station,Jewelry Store,Bakery,Hotel,Fish & Chips Shop,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
813,Uthamapalayam,Tamil Nadu,29050.0,9.76769125,77.33138097702712,0,Food Hubs,Indie Movie Theater,Bakery,Lake,Moving Target,Nature Preserve,Electronics Store,Cricket Ground,Coffee Shop,Candy Store,Café
814,Partur,Maharashtra,29012.0,19.484898,76.25924877618277,3,Mobile Stores and Women utility,Mobile Phone Shop,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
815,Nahan,Himachal Pradesh,28899.0,30.56256885,77.25728516676574,0,Food Hubs,Indian Restaurant,Park,Fast Food Restaurant,North Indian Restaurant,Scenic Lookout,Comfort Food Restaurant,Cruise,Field,Factory,Falafel Restaurant
816,Ladwa,Haryana,28887.0,30.033266100000002,77.04624605232159,2,ATM Hubs,ATM,Bank,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
817,Mankachar,Assam,28780.0,25.62963265,89.93159383615063,2,ATM Hubs,Motorcycle Shop,ATM,Fish & Chips Shop,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
818,Nongstoin,Meghalaya,28742.0,25.57263945,91.2540802669198,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
819,Sri Madhopur,Rajasthan,28492.0,27.4226206,75.71287230424393,2,ATM Hubs,ATM,Indian Restaurant,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
820,Mavelikkara,Kerala,28439.0,9.2094212,76.58036786294619,0,Food Hubs,Bridal Shop,Indian Restaurant,Movie Theater,Bakery,River,Fireworks Store,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
821,Rawatsar,Rajasthan,28387.0,29.2631,74.4016,0,Food Hubs,ATM,Bus Station,Bank,Women's Store,Fish & Chips Shop,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
822,Lar,Uttar Pradesh,28307.0,24.687872600000002,78.39572629999999,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
823,Sirsaganj,Uttar Pradesh,28212.0,27.0569981,78.686047,2,ATM Hubs,ATM,Hotel,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
824,Shahpura,Rajasthan,28174.0,25.625258,74.92745759999998,0,Food Hubs,Bank,Hotel,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
825,Surandai,Tamil Nadu,28146.0,8.969978999999999,77.4310125,0,Food Hubs,Restaurant,ATM,IT Services,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
826,Sangole,Maharashtra,28116.0,17.41102785,75.16621771409594,0,Food Hubs,Maharashtrian Restaurant,Women's Store,French Restaurant,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
827,Pavagada,Karnataka,28068.0,14.1007288,77.2800053,4,Indian Cuisine Restaurants,Indian Restaurant,Bus Station,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
828,Tharad,Gujarat,27954.0,24.3897272,71.62926850000001,0,Food Hubs,Rental Car Location,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
829,Mansa,Gujarat,27922.0,23.425103,72.65830240000001,2,ATM Hubs,ATM,Bus Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
830,Umbergaon,Gujarat,27859.0,20.2498621,72.84127309056454,1,Stations,Train Station,Hotel,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
831,Mavoor,Kerala,27845.0,11.2605169,75.95417619999999,0,Food Hubs,Mattress Store,Indian Restaurant,Pizza Place,Persian Restaurant,Plaza,Food Service,Field,Factory,Falafel Restaurant,Farm
832,Nalbari,Assam,27839.0,26.42386165,91.4512275462117,0,Food Hubs,ATM,Plaza,Northeast Indian Restaurant,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
833,Talaja,Gujarat,27822.0,21.3545788,72.0368814,0,Food Hubs,Mountain,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store,Flea Market
834,Malur,Karnataka,27815.0,13.006034300000001,77.9382839,1,Stations,Train Station,IT Services,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
835,Mangrulpir,Maharashtra,27815.0,20.27552255,77.3192219689895,3,Mobile Stores and Women utility,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
836,Soro,Odisha,27794.0,21.2997306,86.73683730021526,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
837,Shahpura,Rajasthan,27792.0,25.625258,74.92745759999998,0,Food Hubs,Bank,Hotel,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
838,Sanduru,Karnataka,27614.0,15.084389000000002,76.5435934,0,Food Hubs,Bus Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
839,Sohna,Haryana,27570.0,28.3241636,77.08486438023044,4,Indian Cuisine Restaurants,Indian Restaurant,Sandwich Place,Brewery,Grocery Store,Bakery,Golf Course,Resort,Coffee Shop,Flea Market,Fish & Chips Shop
840,Manavadar,Gujarat,27563.0,21.4979645,70.14064990000001,2,ATM Hubs,ATM,Bank,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
841,Safidon,Haryana,27541.0,29.35238425,76.56180858391916,2,ATM Hubs,ATM,Motorcycle Shop,Fish & Chips Shop,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
842,Risod,Maharashtra,27516.0,20.0383841,76.83418393404364,3,Mobile Stores and Women utility,Mobile Phone Shop,Business Service,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
843,Rosera,Bihar,27492.0,25.7798366,86.04254408305016,2,ATM Hubs,ATM,Motorcycle Shop,Train Station,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
844,Sankari,Tamil Nadu,27454.0,11.533074300000001,77.9734001037098,0,Food Hubs,Toll Plaza,ATM,Breakfast Spot,Hotel,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
845,Malpura,Rajasthan,27360.0,26.288801899999996,75.37297740000001,2,ATM Hubs,ATM,Hotel,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
846,Sonamukhi,West Bengal,27354.0,23.303950699999998,87.42319208975195,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
847,"Shamsabad, Agra",Uttar Pradesh,27338.0,27.017073600000003,78.123465,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
848,Mainaguri,West Bengal,27106.0,26.565198699999996,88.82202149999999,2,ATM Hubs,ATM,Platform,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
849,Shirur,Maharashtra,26999.0,18.76109885,74.20952895424166,4,Indian Cuisine Restaurants,Indian Restaurant,ATM,Farm,Food Court,Bakery,Fireworks Store,Factory,Falafel Restaurant,Farmers Market,Fast Food Restaurant
850,Shenkottai,Tamil Nadu,26838.0,9.024178,77.23372730415451,4,Indian Cuisine Restaurants,Indian Restaurant,Waterfall,Bus Station,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
851,Vadipatti,Tamil Nadu,26830.0,10.079005699999998,78.03600140899019,1,Stations,Train Station,Indian Restaurant,Food,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
852,Nagarkurnool,Telangana,26801.0,16.415762649999998,78.68304333132829,0,Food Hubs,Restaurant,Mountain,Pharmacy,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
853,Savner,Maharashtra,26712.0,21.4307993,78.88704494799094,2,ATM Hubs,ATM,Mobile Phone Shop,Toll Plaza,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
854,Sasvad,Maharashtra,26689.0,18.472818,73.9545184,0,Food Hubs,Italian Restaurant,Ice Cream Shop,Bakery,Café,Indian Restaurant,Pub,Shopping Mall,Fast Food Restaurant,Multiplex,Snack Place
855,Rudrapur,Uttar Pradesh,26683.0,26.4649929,83.60395501908675,0,Food Hubs,Hotel,ATM,Platform,Pizza Place,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm
856,Soron,Uttar Pradesh,26678.0,27.889786199999996,78.74637609999999,0,Food Hubs,River,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
857,Perumbavoor,Kerala,26547.0,10.114629800000001,76.4777575,0,Food Hubs,Scenic Lookout,Bus Station,Food Court,Breakfast Spot,Bus Line,Movie Theater,Currency Exchange,Fish & Chips Shop,Farmers Market,Cupcake Shop
858,Maddur,Karnataka,26521.0,12.5848984,77.0448679,4,Indian Cuisine Restaurants,Indian Restaurant,Fast Food Restaurant,Café,Ice Cream Shop,Bus Station,Vegetarian / Vegan Restaurant,Breakfast Spot,Restaurant,Train Station,Women's Store
859,Nadbai,Rajasthan,26411.0,27.2156849,77.1982449,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
860,Talode,Maharashtra,26363.0,21.62029975,74.23171499035644,0,Food Hubs,Clothing Store,Mobile Phone Shop,Pharmacy,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
861,Shrigonda,Maharashtra,26324.0,18.67638375,74.67093388983076,0,Food Hubs,Print Shop,Jewelry Store,Food Truck,Food Stand,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
862,Madhugiri,Karnataka,26304.0,13.660178899999998,77.21408819999999,0,Food Hubs,Mountain,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store,Flea Market
863,Tekkalakote,Karnataka,26224.0,15.533785199999999,76.8772225,4,Indian Cuisine Restaurants,Indian Restaurant,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
864,Seoni-Malwa,Madhya Pradesh,26202.0,22.452002399999998,77.4665358,1,Stations,Platform,Train Station,Bank,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
865,Shirdi,Maharashtra,26184.0,19.766812100000003,74.47543859999999,0,Food Hubs,Indian Restaurant,Hotel,Café,Ice Cream Shop,Food Court,Pizza Place,Italian Restaurant,Resort,Fast Food Restaurant,Exhibit
866,Terdal,Karnataka,26088.0,16.493617800000003,75.0468551,0,Food Hubs,ATM,Indian Restaurant,Outdoor Sculpture,Bus Station,Diner,River,Women's Store,Fast Food Restaurant,Factory,Falafel Restaurant
867,Raver,Maharashtra,25993.0,21.22876205,75.99841514447535,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
868,Tirupathur,Tamil Nadu,25980.0,12.4533064,78.55290857022919,1,Stations,Train Station,ATM,Moving Target,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
869,Taraori,Haryana,25944.0,29.800459000000004,76.9273776,4,Indian Cuisine Restaurants,Indian Restaurant,Sandwich Place,Fast Food Restaurant,Coffee Shop,Food Court,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
870,Mukhed,Maharashtra,25933.0,21.4611996,74.8072668,3,Mobile Stores and Women utility,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
871,Manachanallur,Tamil Nadu,25931.0,10.994351199999999,78.7313324688023,4,Indian Cuisine Restaurants,Indian Restaurant,Vegetarian / Vegan Restaurant,Multicuisine Indian Restaurant,Café,Tourist Information Center,South Indian Restaurant,ATM,Cuban Restaurant,Fish & Chips Shop,Falafel Restaurant
872,Sanchore,Rajasthan,25884.0,24.753386399999997,71.77200959999999,2,ATM Hubs,ATM,Rajasthani Restaurant,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
873,Rajura,Maharashtra,25843.0,19.6977689,79.30928445014624,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
874,Piro,Bihar,25811.0,25.33762635,84.3540648359066,0,Food Hubs,Motorcycle Shop,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
875,Mudabidri,Karnataka,25713.0,13.068263499999999,74.99572507619081,4,Indian Cuisine Restaurants,Resort,Indian Restaurant,Farm,Vegetarian / Vegan Restaurant,Fireworks Store,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farmers Market
876,Nagar,Rajasthan,25572.0,27.421656300000002,77.100411,1,Stations,Print Shop,Train Station,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
877,Vijapur,Gujarat,25558.0,23.561548300000002,72.753396,0,Food Hubs,ATM,Theme Park Ride / Attraction,Park,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
878,Polur,Tamil Nadu,25505.0,12.59376885,79.13853420773327,0,Food Hubs,Wedding Hall,ATM,Train Station,Bus Station,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
879,Panagudi,Tamil Nadu,25501.0,8.323179,77.57872579999999,4,Indian Cuisine Restaurants,Indian Restaurant,Train Station,Farm,Café,Cruise,Cuban Restaurant,Factory,Falafel Restaurant,Cosmetics Shop,Farmers Market
880,Manawar,Madhya Pradesh,25467.0,22.234408399999996,75.08755479999999,0,Food Hubs,Forest,Event Space,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
881,Tehri,Uttarakhand,25423.0,30.40260205,78.38835789037978,0,Food Hubs,Mountain,Indian Restaurant,Bridge,Lake,Cable Car,Business Service,Hindu Temple,Resort,Scenic Lookout,Fireworks Store
882,Pardi,Gujarat,25275.0,20.5116135,72.9410127,4,Indian Cuisine Restaurants,Multiplex,Indian Restaurant,Platform,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
883,Panagar,Madhya Pradesh,25199.0,23.2848018,79.9958767,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
884,Uthiramerur,Tamil Nadu,25194.0,12.649425099999998,79.78057474939979,2,ATM Hubs,ATM,Lake,Snack Place,Bus Station,Women's Store,Field,Factory,Falafel Restaurant,Farm,Farmers Market
885,Tirora,Maharashtra,25181.0,21.4066143,79.928673,2,ATM Hubs,ATM,Train Station,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
886,Rangia,Assam,25151.0,26.4444441,91.6172816,1,Stations,Deli / Bodega,ATM,Train Station,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
887,Sahjanwa,Uttar Pradesh,25107.0,26.7548174,83.19533843649032,2,ATM Hubs,ATM,Train Station,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
888,Magadi,Karnataka,25031.0,12.9567353,77.22422809999999,0,Food Hubs,Mountain,Lake,Art Gallery,Pharmacy,Garden Center,Restaurant,Field,Fabric Shop,Factory,Falafel Restaurant
889,Rajgarh (Alwar),Rajasthan,25009.0,27.2368043,76.6226801,1,Stations,Train Station,ATM,Malay Restaurant,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
890,Rafiganj,Bihar,24992.0,24.83751085,84.59190139177667,1,Stations,ATM,Train Station,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
891,Tarana,Madhya Pradesh,24908.0,23.3325108,76.0410672,0,Food Hubs,Motorcycle Shop,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
892,Sheoganj,Rajasthan,24789.0,25.138893200000002,73.06552629999999,0,Food Hubs,Forest,ATM,Indian Restaurant,Diner,Train Station,River,Field,Factory,Falafel Restaurant,Farm
893,Raikot,Punjab,24769.0,30.6496526,75.5993128,4,Indian Cuisine Restaurants,Indian Restaurant,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
894,Pauri,Uttarakhand,24743.0,30.147988199999997,78.77595179999999,0,Food Hubs,Mountain,Scenic Lookout,Park,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
895,Sumerpur,Uttar Pradesh,24661.0,25.8260509,80.1600804,0,Food Hubs,ATM,Forest,Indian Restaurant,Diner,Train Station,River,Field,Factory,Falafel Restaurant,Farm
896,Navalgund,Karnataka,24613.0,15.5582208,75.3538481,2,ATM Hubs,Pharmacy,ATM,Women's Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
897,Shahganj,Uttar Pradesh,24602.0,26.0195923,82.61675648597823,0,Food Hubs,North Indian Restaurant,Platform,Train Station,Bakery,Dhaba,Women's Store,Fast Food Restaurant,Factory,Falafel Restaurant,Farm
898,Marhaura,Bihar,24548.0,25.9302403,84.79496708664557,0,Food Hubs,Moving Target,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
899,Tulsipur,Uttar Pradesh,24488.0,27.5290017,82.45503891876294,2,ATM Hubs,ATM,Hotel,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
900,Sadri,Rajasthan,24413.0,25.1866458,73.4527029,4,Indian Cuisine Restaurants,Indian Restaurant,Hotel,Pizza Place,Resort,Food & Drink Shop,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant
901,Thiruthuraipoondi,Tamil Nadu,24404.0,10.5083724,79.62727046358162,0,Food Hubs,South Indian Restaurant,Antique Shop,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
902,Shiggaon,Karnataka,24327.0,14.989900699999998,75.22348149999999,4,Indian Cuisine Restaurants,Indian Restaurant,ATM,Hotel,Café,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
903,Pallapatti,Tamil Nadu,24326.0,9.9155048,77.59592049999999,0,Food Hubs,ATM,Bus Station,River,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
904,Mahendragarh,Haryana,24323.0,28.25,76.166667,1,Stations,ATM,Train Station,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
905,Sausar,Madhya Pradesh,24312.0,21.6512303,78.802091,0,Food Hubs,Motorcycle Shop,Bank,Women's Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
906,Ponneri,Tamil Nadu,24309.0,13.37045745,80.24092105137717,2,ATM Hubs,ATM,Surf Spot,Fast Food Restaurant,Flea Market,Factory,Falafel Restaurant,Farm,Farmers Market,Field,Fireworks Store
907,Mahad,Maharashtra,24276.0,18.09982435,73.46087017052344,4,Indian Cuisine Restaurants,Indian Restaurant,Restaurant,Motel,Bus Station,Diner,Women's Store,Factory,Falafel Restaurant,Farm,Farmers Market
908,Lohardaga,Jharkhand,24125.0,23.46920055,84.73568423071751,0,Food Hubs,ATM,Bookstore,Bus Station,Train Station,Market,Flea Market,Women's Store,Field,Falafel Restaurant,Farm
909,Tirwaganj,Uttar Pradesh,24082.0,26.9576461,79.78920490000002,2,ATM Hubs,Memorial Site,ATM,Women's Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
910,Sundarnagar,Himachal Pradesh,23986.0,31.47101285,76.89980046765835,4,Indian Cuisine Restaurants,Indian Restaurant,River,Fried Chicken Joint,Mobile Phone Shop,Dhaba,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
911,Renigunta,Andhra Pradesh,23862.0,13.638732300000001,79.5104762,0,Food Hubs,Hotel,Indian Restaurant,Train Station,Airport Terminal,Department Store,Airport Service,Bed & Breakfast,Food,Multiplex,Café
912,Longowal,Punjab,23851.0,30.194210899999998,75.67986040000001,2,ATM Hubs,ATM,Restaurant,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
913,Ratia,Haryana,23826.0,29.6930173,75.51830682613976,2,ATM Hubs,Jewelry Store,ATM,Women's Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
914,Lalgudi,Tamil Nadu,23740.0,10.96975815,78.86693326325823,0,Food Hubs,Platform,Indian Restaurant,ATM,Multicuisine Indian Restaurant,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
915,Shrirangapattana,Karnataka,23729.0,12.4241441,76.67787320000001,0,Food Hubs,Historic Site,Indian Restaurant,Resort,Shopping Mall,Train Station,Other Great Outdoors,Hotel,River,Fast Food Restaurant,Seafood Restaurant
916,Niwari,Madhya Pradesh,23724.0,25.3124704,78.66785016924982,0,Food Hubs,Hotel,Historic Site,Resort,Women's Store,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
